ts_iso,provider,symbol,bid,ask,spread,mid
2025-08-27T19:21:17.945366+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.965200+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.965622+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.966994+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.968242+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.969933+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.971616+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.973155+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.974677+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.976167+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:17.977081+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.007811+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.056946+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.114688+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.168715+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.231975+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.286269+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.345469+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.403653+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.450619+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.504854+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.573625+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.626445+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.693355+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.745852+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.807724+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.856654+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.915238+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:18.977184+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:19.038508+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:19.086271+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:19.146230+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.204976+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.266255+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.339201+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.389326+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.448094+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.507628+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.565385+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.644496+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.695813+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.783021+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.817273+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.856524+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.915971+00:00,coinbase,BTC-USD,111882.2,111882.21,0.010000000009313226,111882.205
2025-08-27T19:21:19.970673+00:00,coinbase,BTC-USD,111882.51,111882.53,0.020000000004074536,111882.51999999999
2025-08-27T19:21:20.026234+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.087069+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.138018+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.197839+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.256984+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.317334+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.369620+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.433074+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.489269+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.554389+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.611511+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.657552+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.718751+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.777346+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.859170+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.895606+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:20.960171+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.016693+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.066707+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.133416+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.186278+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.248169+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.308998+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.365829+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.426006+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.489417+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.535116+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.597996+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.714602+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.766241+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.834454+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.878328+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.940529+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:21.987900+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.050572+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.086471+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.145446+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.194729+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.256390+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.328351+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.365939+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.426921+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.488270+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.547165+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.605385+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
2025-08-27T19:21:22.667648+00:00,coinbase,BTC-USD,111882.52,111882.53,0.00999999999476131,111882.525
